"No.","Time","Source","Destination","Protocol","Length","Info","Packet payload length","TCP source port","TCP destination port","TCP flags","HTTP request"
"25","9.702241","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","49895","0x018",""
"26","9.702241","127.0.0.1","127.0.0.1","TCP","40","49895  >  3306 [ACK] Seq=155 Ack=169 Win=7936 Len=0","0","49895","3306","0x010",""
"27","9.702241","127.0.0.1","127.0.0.1","MySQL","106","Request Query","66","49895","3306","0x018",""
"28","9.702241","127.0.0.1","127.0.0.1","TCP","40","3306  >  49895 [ACK] Seq=169 Ack=221 Win=7936 Len=0","0","3306","49895","0x010",""
"29","9.702241","127.0.0.1","127.0.0.1","MySQL","109","Response","69","3306","49895","0x018",""
"30","9.702241","127.0.0.1","127.0.0.1","TCP","40","49895  >  3306 [ACK] Seq=221 Ack=238 Win=7936 Len=0","0","49895","3306","0x010",""
"31","9.702241","127.0.0.1","127.0.0.1","TCP","1500","49895  >  3306 [ACK] Seq=221 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","49895","3306","0x010",""
"32","9.702241","127.0.0.1","127.0.0.1","TCP","1500","49895  >  3306 [ACK] Seq=1681 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","49895","3306","0x010",""
"33","9.702241","127.0.0.1","127.0.0.1","TCP","40","3306  >  49895 [ACK] Seq=238 Ack=3141 Win=8192 Len=0","0","3306","49895","0x010",""
"34","9.702241","127.0.0.1","127.0.0.1","MySQL","311","Request Query","271","49895","3306","0x018",""
"35","9.702241","127.0.0.1","127.0.0.1","TCP","40","3306  >  49895 [ACK] Seq=238 Ack=3412 Win=7680 Len=0","0","3306","49895","0x010",""
"36","9.702241","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","49895","0x018",""
"37","9.702241","127.0.0.1","127.0.0.1","TCP","40","49895  >  3306 [ACK] Seq=3412 Ack=249 Win=7936 Len=0","0","49895","3306","0x010",""
"38","9.702241","127.0.0.1","127.0.0.1","MySQL","45","Request Quit","5","49895","3306","0x018",""
"39","9.704741","127.0.0.1","127.0.0.1","TCP","40","3306  >  49895 [ACK] Seq=249 Ack=3417 Win=7680 Len=0","0","3306","49895","0x010",""
"40","9.704741","127.0.0.1","127.0.0.1","TCP","40","3306  >  49895 [FIN, ACK] Seq=249 Ack=3417 Win=7680 Len=0","0","3306","49895","0x011",""
"41","9.704741","127.0.0.1","127.0.0.1","TCP","40","49895  >  3306 [FIN, ACK] Seq=3417 Ack=249 Win=7936 Len=0","0","49895","3306","0x011",""
"42","9.704741","127.0.0.1","127.0.0.1","TCP","40","49895  >  3306 [ACK] Seq=3418 Ack=250 Win=7936 Len=0","0","49895","3306","0x010",""
"43","9.704741","127.0.0.1","127.0.0.1","TCP","40","3306  >  49895 [ACK] Seq=250 Ack=3418 Win=7680 Len=0","0","3306","49895","0x010",""
"44","9.732241","127.0.0.1","127.0.0.1","TCP","52","49896  >  3306 [SYN] Seq=0 Win=8192 Len=0 MSS=65495 WS=256 SACK_PERM=1","0","49896","3306","0x002",""
"45","9.732241","127.0.0.1","127.0.0.1","TCP","52","3306  >  49896 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=65495 WS=256 SACK_PERM=1","0","3306","49896","0x012",""
"46","9.732241","127.0.0.1","127.0.0.1","TCP","40","49896  >  3306 [ACK] Seq=1 Ack=1 Win=8192 Len=0","0","49896","3306","0x010",""
"47","9.739741","127.0.0.1","127.0.0.1","MySQL","118","Server Greeting proto=10 version=5.6.20","78","3306","49896","0x018",""
"48","9.779742","127.0.0.1","127.0.0.1","TCP","40","49896  >  3306 [ACK] Seq=1 Ack=79 Win=7936 Len=0","0","49896","3306","0x010",""
"49","9.782242","127.0.0.1","127.0.0.1","MySQL","127","Login Request user=root","87","49896","3306","0x018",""
"50","9.782242","127.0.0.1","127.0.0.1","TCP","40","3306  >  49896 [ACK] Seq=79 Ack=88 Win=7936 Len=0","0","3306","49896","0x010",""
"51","9.787242","127.0.0.1","127.0.0.1","MySQL","88","Auth Switch Request","48","3306","49896","0x018",""
"52","9.787242","127.0.0.1","127.0.0.1","TCP","40","49896  >  3306 [ACK] Seq=88 Ack=127 Win=7936 Len=0","0","49896","3306","0x010",""
"53","9.789742","127.0.0.1","127.0.0.1","MySQL","44","Auth Switch Response","4","49896","3306","0x018",""
"54","9.789742","127.0.0.1","127.0.0.1","TCP","40","3306  >  49896 [ACK] Seq=127 Ack=92 Win=7936 Len=0","0","3306","49896","0x010",""
"55","9.789742","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","49896","0x018",""
"56","9.789742","127.0.0.1","127.0.0.1","TCP","40","49896  >  3306 [ACK] Seq=92 Ack=138 Win=7936 Len=0","0","49896","3306","0x010",""
"57","9.789742","127.0.0.1","127.0.0.1","MySQL","47","Request Set Option","7","49896","3306","0x018",""
"58","9.789742","127.0.0.1","127.0.0.1","TCP","40","3306  >  49896 [ACK] Seq=138 Ack=99 Win=7936 Len=0","0","3306","49896","0x010",""
"59","9.789742","127.0.0.1","127.0.0.1","MySQL","49","Response","9","3306","49896","0x018",""
"60","9.789742","127.0.0.1","127.0.0.1","TCP","40","49896  >  3306 [ACK] Seq=99 Ack=147 Win=7936 Len=0","0","49896","3306","0x010",""
"61","9.789742","127.0.0.1","127.0.0.1","MySQL","87","Request Query","47","49896","3306","0x018",""
"62","9.789742","127.0.0.1","127.0.0.1","TCP","40","3306  >  49896 [ACK] Seq=147 Ack=146 Win=7936 Len=0","0","3306","49896","0x010",""
"63","9.789742","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","49896","0x018",""
"64","9.789742","127.0.0.1","127.0.0.1","TCP","40","49896  >  3306 [ACK] Seq=146 Ack=158 Win=7936 Len=0","0","49896","3306","0x010",""
"65","9.789742","127.0.0.1","127.0.0.1","MySQL","49","Request Use Database","9","49896","3306","0x018",""
"66","9.789742","127.0.0.1","127.0.0.1","TCP","40","3306  >  49896 [ACK] Seq=158 Ack=155 Win=7936 Len=0","0","3306","49896","0x010",""
"67","9.789742","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","49896","0x018",""
"68","9.789742","127.0.0.1","127.0.0.1","TCP","40","49896  >  3306 [ACK] Seq=155 Ack=169 Win=7936 Len=0","0","49896","3306","0x010",""
"69","9.789742","127.0.0.1","127.0.0.1","MySQL","106","Request Query","66","49896","3306","0x018",""
"70","9.789742","127.0.0.1","127.0.0.1","TCP","40","3306  >  49896 [ACK] Seq=169 Ack=221 Win=7936 Len=0","0","3306","49896","0x010",""
"71","9.789742","127.0.0.1","127.0.0.1","MySQL","109","Response","69","3306","49896","0x018",""
"72","9.789742","127.0.0.1","127.0.0.1","TCP","40","49896  >  3306 [ACK] Seq=221 Ack=238 Win=7936 Len=0","0","49896","3306","0x010",""
"73","9.789742","127.0.0.1","127.0.0.1","TCP","1500","49896  >  3306 [ACK] Seq=221 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","49896","3306","0x010",""
"74","9.789742","127.0.0.1","127.0.0.1","TCP","1500","49896  >  3306 [ACK] Seq=1681 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","49896","3306","0x010",""
"75","9.789742","127.0.0.1","127.0.0.1","TCP","40","3306  >  49896 [ACK] Seq=238 Ack=3141 Win=8192 Len=0","0","3306","49896","0x010",""
"76","9.789742","127.0.0.1","127.0.0.1","TCP","1500","49896  >  3306 [ACK] Seq=3141 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","49896","3306","0x010",""
"77","9.789742","127.0.0.1","127.0.0.1","TCP","1500","49896  >  3306 [ACK] Seq=4601 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","49896","3306","0x010",""
"78","9.789742","127.0.0.1","127.0.0.1","TCP","1500","49896  >  3306 [ACK] Seq=6061 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","49896","3306","0x010",""
"79","58.301227","192.168.1.25","255.255.255.255","DHCP","328","DHCP Inform   - Transaction ID 0x6cac2df8","","","","",""
"80","61.359376","192.168.1.25","255.255.255.255","DHCP","328","DHCP Inform   - Transaction ID 0x6cac2df8","","","","",""
"81","70.296726","127.0.0.1","127.0.0.1","TCP","52","50183  >  3306 [SYN] Seq=0 Win=8192 Len=0 MSS=65495 WS=256 SACK_PERM=1","0","50183","3306","0x002",""
"82","70.296726","127.0.0.1","127.0.0.1","TCP","52","3306  >  50183 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=65495 WS=256 SACK_PERM=1","0","3306","50183","0x012",""
"83","70.296726","127.0.0.1","127.0.0.1","TCP","40","50183  >  3306 [ACK] Seq=1 Ack=1 Win=8192 Len=0","0","50183","3306","0x010",""
"84","70.385731","127.0.0.1","127.0.0.1","MySQL","118","Server Greeting proto=10 version=5.6.20","78","3306","50183","0x018",""
"85","70.385731","127.0.0.1","127.0.0.1","TCP","40","50183  >  3306 [ACK] Seq=1 Ack=79 Win=7936 Len=0","0","50183","3306","0x010",""
"86","70.385731","127.0.0.1","127.0.0.1","MySQL","127","Login Request user=root","87","50183","3306","0x018",""
"87","70.385731","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [ACK] Seq=79 Ack=88 Win=7936 Len=0","0","3306","50183","0x010",""
"88","70.385731","127.0.0.1","127.0.0.1","MySQL","88","Auth Switch Request","48","3306","50183","0x018",""
"89","70.385731","127.0.0.1","127.0.0.1","TCP","40","50183  >  3306 [ACK] Seq=88 Ack=127 Win=7936 Len=0","0","50183","3306","0x010",""
"90","70.385731","127.0.0.1","127.0.0.1","MySQL","44","Auth Switch Response","4","50183","3306","0x018",""
"91","70.385731","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [ACK] Seq=127 Ack=92 Win=7936 Len=0","0","3306","50183","0x010",""
"92","70.385731","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","50183","0x018",""
"93","70.385731","127.0.0.1","127.0.0.1","TCP","40","50183  >  3306 [ACK] Seq=92 Ack=138 Win=7936 Len=0","0","50183","3306","0x010",""
"94","70.385731","127.0.0.1","127.0.0.1","MySQL","47","Request Set Option","7","50183","3306","0x018",""
"95","70.385731","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [ACK] Seq=138 Ack=99 Win=7936 Len=0","0","3306","50183","0x010",""
"96","70.386731","127.0.0.1","127.0.0.1","MySQL","49","Response","9","3306","50183","0x018",""
"97","70.386731","127.0.0.1","127.0.0.1","TCP","40","50183  >  3306 [ACK] Seq=99 Ack=147 Win=7936 Len=0","0","50183","3306","0x010",""
"98","70.387732","127.0.0.1","127.0.0.1","MySQL","87","Request Query","47","50183","3306","0x018",""
"99","70.387732","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [ACK] Seq=147 Ack=146 Win=7936 Len=0","0","3306","50183","0x010",""
"100","70.387732","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","50183","0x018",""
"101","70.387732","127.0.0.1","127.0.0.1","TCP","40","50183  >  3306 [ACK] Seq=146 Ack=158 Win=7936 Len=0","0","50183","3306","0x010",""
"102","70.387732","127.0.0.1","127.0.0.1","MySQL","49","Request Use Database","9","50183","3306","0x018",""
"103","70.387732","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [ACK] Seq=158 Ack=155 Win=7936 Len=0","0","3306","50183","0x010",""
"104","70.433734","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","50183","0x018",""
"105","70.433734","127.0.0.1","127.0.0.1","TCP","40","50183  >  3306 [ACK] Seq=155 Ack=169 Win=7936 Len=0","0","50183","3306","0x010",""
"106","70.433734","127.0.0.1","127.0.0.1","MySQL","106","Request Query","66","50183","3306","0x018",""
"107","70.433734","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [ACK] Seq=169 Ack=221 Win=7936 Len=0","0","3306","50183","0x010",""
"108","70.586743","127.0.0.1","127.0.0.1","MySQL","109","Response","69","3306","50183","0x018",""
"109","70.586743","127.0.0.1","127.0.0.1","TCP","40","50183  >  3306 [ACK] Seq=221 Ack=238 Win=7936 Len=0","0","50183","3306","0x010",""
"110","70.586743","127.0.0.1","127.0.0.1","TCP","1500","50183  >  3306 [ACK] Seq=221 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","50183","3306","0x010",""
"111","70.586743","127.0.0.1","127.0.0.1","TCP","1500","50183  >  3306 [ACK] Seq=1681 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","50183","3306","0x010",""
"112","70.586743","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [ACK] Seq=238 Ack=3141 Win=8192 Len=0","0","3306","50183","0x010",""
"113","70.586743","127.0.0.1","127.0.0.1","TCP","1500","50183  >  3306 [ACK] Seq=3141 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","50183","3306","0x010",""
"114","70.586743","127.0.0.1","127.0.0.1","TCP","1500","50183  >  3306 [ACK] Seq=4601 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","50183","3306","0x010",""
"115","70.586743","127.0.0.1","127.0.0.1","TCP","1500","50183  >  3306 [ACK] Seq=6061 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","50183","3306","0x010",""
"116","70.586743","127.0.0.1","127.0.0.1","TCP","932","50183  >  3306 [PSH, ACK] Seq=7521 Ack=238 Win=7936 Len=892 [TCP segment of a reassembled PDU]","892","50183","3306","0x018",""
"117","70.586743","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [ACK] Seq=238 Ack=8413 Win=8192 Len=0","0","3306","50183","0x010",""
"118","70.586743","127.0.0.1","127.0.0.1","TCP","1500","50183  >  3306 [ACK] Seq=8413 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","50183","3306","0x010",""
"119","70.586743","127.0.0.1","127.0.0.1","MySQL","801","Request Query","761","50183","3306","0x018",""
"120","70.586743","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [ACK] Seq=238 Ack=10634 Win=8192 Len=0","0","3306","50183","0x010",""
"121","70.610744","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","50183","0x018",""
"122","70.610744","127.0.0.1","127.0.0.1","TCP","40","50183  >  3306 [ACK] Seq=10634 Ack=249 Win=7936 Len=0","0","50183","3306","0x010",""
"123","70.792755","127.0.0.1","127.0.0.1","MySQL","45","Request Quit","5","50183","3306","0x018",""
"124","70.792755","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [ACK] Seq=249 Ack=10639 Win=7936 Len=0","0","3306","50183","0x010",""
"125","70.792755","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [FIN, ACK] Seq=249 Ack=10639 Win=7936 Len=0","0","3306","50183","0x011",""
"126","70.792755","127.0.0.1","127.0.0.1","TCP","40","50183  >  3306 [FIN, ACK] Seq=10639 Ack=250 Win=7936 Len=0","0","50183","3306","0x011",""
"127","70.792755","127.0.0.1","127.0.0.1","TCP","40","3306  >  50183 [ACK] Seq=250 Ack=10640 Win=7936 Len=0","0","3306","50183","0x010",""
"128","71.267777","127.0.0.1","127.0.0.1","TCP","52","50192  >  3306 [SYN] Seq=0 Win=8192 Len=0 MSS=65495 WS=256 SACK_PERM=1","0","50192","3306","0x002",""
"129","71.267777","127.0.0.1","127.0.0.1","TCP","52","3306  >  50192 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=65495 WS=256 SACK_PERM=1","0","3306","50192","0x012",""
"130","71.267777","127.0.0.1","127.0.0.1","TCP","40","50192  >  3306 [ACK] Seq=1 Ack=1 Win=8192 Len=0","0","50192","3306","0x010",""
"131","71.267777","127.0.0.1","127.0.0.1","MySQL","118","Server Greeting proto=10 version=5.6.20","78","3306","50192","0x018",""
"132","71.267777","127.0.0.1","127.0.0.1","TCP","40","50192  >  3306 [ACK] Seq=1 Ack=79 Win=7936 Len=0","0","50192","3306","0x010",""
"133","71.268777","127.0.0.1","127.0.0.1","MySQL","127","Login Request user=root","87","50192","3306","0x018",""
"134","71.268777","127.0.0.1","127.0.0.1","TCP","40","3306  >  50192 [ACK] Seq=79 Ack=88 Win=7936 Len=0","0","3306","50192","0x010",""
"135","71.268777","127.0.0.1","127.0.0.1","MySQL","88","Auth Switch Request","48","3306","50192","0x018",""
"136","71.268777","127.0.0.1","127.0.0.1","TCP","40","50192  >  3306 [ACK] Seq=88 Ack=127 Win=7936 Len=0","0","50192","3306","0x010",""
"137","71.270777","127.0.0.1","127.0.0.1","MySQL","44","Auth Switch Response","4","50192","3306","0x018",""
"138","71.270777","127.0.0.1","127.0.0.1","TCP","40","3306  >  50192 [ACK] Seq=127 Ack=92 Win=7936 Len=0","0","3306","50192","0x010",""
"139","71.270777","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","50192","0x018",""
"140","71.270777","127.0.0.1","127.0.0.1","TCP","40","50192  >  3306 [ACK] Seq=92 Ack=138 Win=7936 Len=0","0","50192","3306","0x010",""
"141","71.270777","127.0.0.1","127.0.0.1","MySQL","47","Request Set Option","7","50192","3306","0x018",""
"142","71.270777","127.0.0.1","127.0.0.1","TCP","40","3306  >  50192 [ACK] Seq=138 Ack=99 Win=7936 Len=0","0","3306","50192","0x010",""
"143","71.270777","127.0.0.1","127.0.0.1","MySQL","49","Response","9","3306","50192","0x018",""
"144","71.270777","127.0.0.1","127.0.0.1","TCP","40","50192  >  3306 [ACK] Seq=99 Ack=147 Win=7936 Len=0","0","50192","3306","0x010",""
"145","71.270777","127.0.0.1","127.0.0.1","MySQL","87","Request Query","47","50192","3306","0x018",""
"146","71.270777","127.0.0.1","127.0.0.1","TCP","40","3306  >  50192 [ACK] Seq=147 Ack=146 Win=7936 Len=0","0","3306","50192","0x010",""
"147","71.271777","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","50192","0x018",""
"148","71.271777","127.0.0.1","127.0.0.1","TCP","40","50192  >  3306 [ACK] Seq=146 Ack=158 Win=7936 Len=0","0","50192","3306","0x010",""
"149","71.272777","127.0.0.1","127.0.0.1","MySQL","49","Request Use Database","9","50192","3306","0x018",""
"150","71.272777","127.0.0.1","127.0.0.1","TCP","40","3306  >  50192 [ACK] Seq=158 Ack=155 Win=7936 Len=0","0","3306","50192","0x010",""
"151","71.273777","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","50192","0x018",""
"152","71.273777","127.0.0.1","127.0.0.1","TCP","40","50192  >  3306 [ACK] Seq=155 Ack=169 Win=7936 Len=0","0","50192","3306","0x010",""
"153","71.322780","127.0.0.1","127.0.0.1","MySQL","106","Request Query","66","50192","3306","0x018",""
"154","71.322780","127.0.0.1","127.0.0.1","TCP","40","3306  >  50192 [ACK] Seq=169 Ack=221 Win=7936 Len=0","0","3306","50192","0x010",""
"155","71.433787","127.0.0.1","127.0.0.1","MySQL","109","Response","69","3306","50192","0x018",""
"156","71.433787","127.0.0.1","127.0.0.1","TCP","40","50192  >  3306 [ACK] Seq=221 Ack=238 Win=7936 Len=0","0","50192","3306","0x010",""
"157","71.433787","127.0.0.1","127.0.0.1","TCP","1500","50192  >  3306 [ACK] Seq=221 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","50192","3306","0x010",""
"158","71.433787","127.0.0.1","127.0.0.1","TCP","1500","50192  >  3306 [ACK] Seq=1681 Ack=238 Win=7936 Len=1460 [TCP segment of a reassembled PDU]","1460","50192","3306","0x010",""
"159","71.433787","127.0.0.1","127.0.0.1","TCP","40","3306  >  50192 [ACK] Seq=238 Ack=3141 Win=8192 Len=0","0","3306","50192","0x010",""
"160","71.433787","127.0.0.1","127.0.0.1","MySQL","760","Request Query","720","50192","3306","0x018",""
"161","71.433787","127.0.0.1","127.0.0.1","TCP","40","3306  >  50192 [ACK] Seq=238 Ack=3861 Win=7424 Len=0","0","3306","50192","0x010",""
"162","71.434787","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","50192","0x018",""
"163","71.434787","127.0.0.1","127.0.0.1","TCP","40","50192  >  3306 [ACK] Seq=3861 Ack=249 Win=7936 Len=0","0","50192","3306","0x010",""
"164","71.435787","127.0.0.1","127.0.0.1","MySQL","45","Request Quit","5","50192","3306","0x018",""
"165","71.435787","127.0.0.1","127.0.0.1","TCP","40","3306  >  50192 [ACK] Seq=249 Ack=3866 Win=7424 Len=0","0","3306","50192","0x010",""
"166","71.435787","127.0.0.1","127.0.0.1","TCP","40","3306  >  50192 [FIN, ACK] Seq=249 Ack=3866 Win=7424 Len=0","0","3306","50192","0x011",""
"167","71.435787","127.0.0.1","127.0.0.1","TCP","40","50192  >  3306 [FIN, ACK] Seq=3866 Ack=250 Win=7936 Len=0","0","50192","3306","0x011",""
"168","71.435787","127.0.0.1","127.0.0.1","TCP","40","3306  >  50192 [ACK] Seq=250 Ack=3867 Win=7424 Len=0","0","3306","50192","0x010",""
"169","71.564794","127.0.0.1","127.0.0.1","TCP","52","50193  >  3306 [SYN] Seq=0 Win=8192 Len=0 MSS=65495 WS=256 SACK_PERM=1","0","50193","3306","0x002",""
"170","71.564794","127.0.0.1","127.0.0.1","TCP","52","3306  >  50193 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=65495 WS=256 SACK_PERM=1","0","3306","50193","0x012",""
"171","71.564794","127.0.0.1","127.0.0.1","TCP","40","50193  >  3306 [ACK] Seq=1 Ack=1 Win=8192 Len=0","0","50193","3306","0x010",""
"172","71.569794","127.0.0.1","127.0.0.1","MySQL","118","Server Greeting proto=10 version=5.6.20","78","3306","50193","0x018",""
"173","71.569794","127.0.0.1","127.0.0.1","TCP","40","50193  >  3306 [ACK] Seq=1 Ack=79 Win=7936 Len=0","0","50193","3306","0x010",""
"174","71.569794","127.0.0.1","127.0.0.1","MySQL","127","Login Request user=root","87","50193","3306","0x018",""
"175","71.569794","127.0.0.1","127.0.0.1","TCP","40","3306  >  50193 [ACK] Seq=79 Ack=88 Win=7936 Len=0","0","3306","50193","0x010",""
"176","71.570794","127.0.0.1","127.0.0.1","MySQL","88","Auth Switch Request","48","3306","50193","0x018",""
"177","71.570794","127.0.0.1","127.0.0.1","TCP","40","50193  >  3306 [ACK] Seq=88 Ack=127 Win=7936 Len=0","0","50193","3306","0x010",""
"178","71.570794","127.0.0.1","127.0.0.1","MySQL","44","Auth Switch Response","4","50193","3306","0x018",""
"179","71.570794","127.0.0.1","127.0.0.1","TCP","40","3306  >  50193 [ACK] Seq=127 Ack=92 Win=7936 Len=0","0","3306","50193","0x010",""
"180","71.570794","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","50193","0x018",""
"181","71.570794","127.0.0.1","127.0.0.1","TCP","40","50193  >  3306 [ACK] Seq=92 Ack=138 Win=7936 Len=0","0","50193","3306","0x010",""
"182","71.570794","127.0.0.1","127.0.0.1","MySQL","47","Request Set Option","7","50193","3306","0x018",""
"183","71.570794","127.0.0.1","127.0.0.1","TCP","40","3306  >  50193 [ACK] Seq=138 Ack=99 Win=7936 Len=0","0","3306","50193","0x010",""
"184","71.570794","127.0.0.1","127.0.0.1","MySQL","49","Response","9","3306","50193","0x018",""
"185","71.570794","127.0.0.1","127.0.0.1","TCP","40","50193  >  3306 [ACK] Seq=99 Ack=147 Win=7936 Len=0","0","50193","3306","0x010",""
"186","71.570794","127.0.0.1","127.0.0.1","MySQL","87","Request Query","47","50193","3306","0x018",""
"187","71.570794","127.0.0.1","127.0.0.1","TCP","40","3306  >  50193 [ACK] Seq=147 Ack=146 Win=7936 Len=0","0","3306","50193","0x010",""
"188","71.570794","127.0.0.1","127.0.0.1","MySQL","51","Response OK","11","3306","50193","0x018",""
"189","71.570794","127.0.0.1","127.0.0.1","TCP","40","50193  >  3306 [ACK] Seq=146 Ack=158 Win=7936 Len=0","0","50193","3306","0x010",""
"190","71.570794","127.0.0.1","127.0.0.1","MySQL","49","Request Use Database","9","50193","3306","0x018",""
"191","71.570794","127.0.0.1","127.0.0.1","TCP","40","3306  >  50193 [ACK] Seq=158 Ack=155 Win=7936 Len=0","0","3306","50193","0x010",""
